#{"t_start": 1767536782.4364533, "env_id": "MiniGrid-DoorKey-6x6-v0"}
r,l,t
0.9725,11,553.869785
0.9575,17,553.892846
0.97,12,553.910877
0.975,10,553.926114
0.975,10,553.94213
0.965,14,553.964033
0.9625,15,553.984886
0.9575,17,554.008928
0.9725,11,554.028093
0.9625,15,554.049681
0.9625,15,554.072762
0.9625,15,554.094095
0.9775,9,554.106614
0.9725,11,554.122734
0.9675,13,554.140878
0.97,12,554.159033
0.97,12,554.177236
0.97,12,554.197049
0.9625,15,554.218733
0.955,18,554.24485
0.965,14,554.266176
0.955,18,554.293769
0.9725,11,554.310796
0.9675,13,554.330079
0.9775,9,554.343634
0.97,12,554.363439
0.96,16,554.388879
0.9775,9,554.403342
0.96,16,554.430318
0.9675,13,554.449988
0.86,56,554.536521
0.9575,17,554.562805
0.9725,11,554.578941
0.9675,13,554.597988
0.9625,15,554.619029
0.9675,13,554.638719
0.9725,11,554.653627
0.97,12,554.670665
0.97,12,554.687958
0.96,16,554.709708
0.9725,11,554.72575
0.9725,11,554.740775
0.87,52,554.815998
0.9775,9,554.832555
0.9575,17,554.856735
0.9675,13,554.875534
0.975,10,554.890651
0.975,10,554.906913
0.975,10,554.924001
0.94,24,554.963981
0.96,16,554.987025
0.9625,15,555.00705
0.97,12,555.023942
0.9675,13,555.043556
0.96,16,555.066667
0.9625,15,555.08974
0.9675,13,555.108789
0.975,10,555.126044
0.9725,11,555.142563
0.955,18,555.167754
0.97,12,555.184597
0.9625,15,555.205694
0.9725,11,555.220729
0.9725,11,555.239406
0.975,10,555.255966
0.975,10,555.273817
0.9725,11,555.29204
0.965,14,555.316668
0.9525,19,555.348293
0.9725,11,555.367761
0.9775,9,555.383806
0.955,18,555.414399
0.965,14,555.438659
0.9725,11,555.458765
0.945,22,555.493029
0.97,12,555.510559
0.975,10,555.524891
0.97,12,555.540913
0.9575,17,555.564614
0.965,14,555.586497
0.975,10,555.602202
0.9725,11,555.617791
0.9325,27,555.657481
0.9525,19,555.685562
0.96,16,555.712182
0.9725,11,555.730775
0.965,14,555.750817
0.9675,13,555.769031
0.9725,11,555.784658
0.9625,15,555.807877
0.97,12,555.824935
0.97,12,558.276758
0.97,12,558.294683
0.965,14,558.319551
0.9675,13,558.340079
0.97,12,558.35945
0.98,8,558.37113
0.9725,11,558.387048
0.9675,13,558.408326
0.9525,19,558.440324
0.9725,11,558.45784
0.97,12,558.475882
0.9625,15,558.496866
0.97,12,558.513901
0.96,16,558.536467
0.9475,21,558.569762
0.9575,17,558.594998
0.97,12,558.612522
0.9775,9,558.625194
0.975,10,558.639741
0.9725,11,558.656649
0.9775,9,558.669687
0.9575,17,558.694785
0.98,8,558.706809
0.97,12,558.724848
0.965,14,558.745648
0.9475,21,558.779974
0.9725,11,558.797295
0.965,14,558.82321
0.97,12,558.840657
0.97,12,558.861058
0.97,12,558.88215
0.9725,11,558.902833
0.9775,9,558.919895
0.9625,15,558.943715
0.965,14,558.969041
0.9775,9,558.985607
0.9575,17,559.016822
0.965,14,559.037062
0.9725,11,559.053613
0.965,14,559.074724
0.9725,11,559.091744
0.9675,13,559.113858
0.965,14,559.134486
0.96,16,559.160266
0.9675,13,559.17856
0.96,16,559.200644
0.965,14,559.222761
0.975,10,559.237307
0.9675,13,559.256593
0.9675,13,559.274701
0.9675,13,559.292749
0.965,14,559.311909
0.965,14,559.343991
0.975,10,559.358053
0.9425,23,559.395868
0.96,16,559.418939
0.9775,9,559.43558
0.975,10,559.453474
0.975,10,559.467773
0.965,14,559.492869
0.97,12,559.514983
0.945,22,559.548231
0.9575,17,559.57281
0.9725,11,559.587346
0.9675,13,559.606018
0.9675,13,559.627514
0.975,10,559.642856
0.9625,15,559.666504
0.9625,15,559.691018
0.9725,11,559.708575
0.9725,11,559.727725
0.96,16,559.755926
0.9725,11,559.771951
0.9675,13,559.789994
0.9775,9,559.802018
0.975,10,559.815778
0.9725,11,559.830553
0.965,14,559.852794
0.96,16,559.875844
0.9725,11,559.892878
0.9775,9,559.906907
0.9675,13,559.923942
0.955,18,559.950161
0.9675,13,559.968822
0.965,14,559.987862
0.9675,13,560.005908
0.95,20,560.032983
0.98,8,560.044647
0.965,14,560.063732
0.965,14,560.083786
0.9725,11,560.102317
0.97,12,560.120852
0.97,12,560.138404
0.975,10,560.153445
0.965,14,560.177561
0.97,12,560.221788
0.9725,11,560.245642
0.9775,9,560.289946
0.9725,11,560.329434
0.975,10,560.344681
0.9575,17,560.368773
0.9725,11,560.383728
0.975,10,560.397812
0.97,12,560.413868
0.97,12,560.431931
0.965,14,560.455207
0.955,18,560.481788
0.9725,11,560.500847
0.97,12,560.520917
0.9675,13,560.539505
0.975,10,560.553756
0.9575,17,560.577826
0.9625,15,560.599889
0.9725,11,560.616258
0.95,20,560.646899
0.9775,9,560.661765
0.975,10,560.678242
0.96,16,560.708319
0.9725,11,560.727489
0.9625,15,560.750046
0.965,14,560.770637
0.945,22,560.800769
0.965,14,560.820561
0.97,12,560.836767
0.9575,17,560.859977
0.9775,9,560.872002
0.9475,21,560.902875
0.9675,13,560.923923
0.97,12,560.943621
0.9725,11,560.962739
0.9775,9,560.97559
0.9725,11,560.990869
0.97,12,561.009145
0.9725,11,561.024707
0.975,10,561.039734
0.97,12,561.055822
0.9625,15,561.07701
0.975,10,561.091033
0.97,12,561.10757
0.97,12,561.124658
0.9625,15,561.146899
0.97,12,561.167388
0.9625,15,561.19364
0.9725,11,561.209711
0.975,10,561.223592
0.9725,11,561.242127
0.975,10,561.258142
0.97,12,561.275694
0.9625,15,561.300956
0.975,10,561.316997
0.95,20,561.34677
0.965,14,561.368621
0.9675,13,561.386679
0.9675,13,561.405938
0.9625,15,561.427106
0.975,10,561.440799
0.9775,9,561.454974
0.965,14,561.474128
0.96,16,563.788764
0.965,14,563.809808
0.95,20,563.837101
0.9625,15,563.859853
0.9725,11,563.875896
0.97,12,563.892923
0.9525,19,563.920312
0.97,12,563.94069
0.9575,17,563.966789
0.975,10,563.981812
0.965,14,564.004922
0.98,8,564.019973
0.9675,13,564.040223
0.965,14,564.059769
0.9725,11,564.074812
0.9425,23,564.108313
0.975,10,564.122856
0.9775,9,564.136707
0.96,16,564.159853
0.9725,11,564.176165
0.975,10,564.190892
0.975,10,564.206722
0.9625,15,564.229288
0.9525,19,564.256798
0.9375,25,564.292027
0.9525,19,564.318603
0.97,12,564.335674
0.97,12,564.353388
0.965,14,564.373551
0.955,18,564.399612
0.9675,13,564.417829
0.9725,11,564.43287
0.9675,13,564.450993
0.97,12,564.469039
0.9725,11,564.487855
0.945,22,564.522313
0.965,14,564.544033
0.96,16,564.566575
0.975,10,564.580621
0.9475,21,564.60977
0.9575,17,564.635083
0.96,16,564.660663
0.97,12,564.679809
0.96,16,564.70242
0.97,12,564.720993
0.965,14,564.742114
0.97,12,564.76075
0.9625,15,564.793045
0.97,12,564.810733
0.96,16,564.832823
0.955,18,564.857996
0.9425,23,564.89327
0.9725,11,564.909304
0.9675,13,564.930434
0.9675,13,564.952081
0.97,12,564.972171
0.97,12,564.992267
0.9675,13,565.010806
0.9125,35,565.06301
0.965,14,565.083043
0.97,12,565.099567
0.95,20,565.127718
0.9525,19,565.157904
0.9525,19,565.184272
0.955,18,565.216191
0.975,10,565.23122
0.9525,19,565.260774
0.96,16,565.285841
0.955,18,565.31491
0.9725,11,565.333453
0.9475,21,565.36213
0.9625,15,565.382759
0.9675,13,565.400931
0.9725,11,565.415693
0.9675,13,565.437753
0.9725,11,565.455792
0.945,22,565.487723
0.9675,13,565.504766
0.9725,11,565.520785
0.9725,11,565.541106
0.9675,13,565.564728
0.9625,15,565.587843
0.97,12,565.605118
0.945,22,565.635884
0.97,12,565.652916
0.975,10,565.666951
0.96,16,565.689995
0.9675,13,565.709042
0.96,16,565.732607
0.9325,27,565.770965
0.95,20,565.801052
0.9775,9,565.816761
0.96,16,565.839658
0.945,22,565.868909
0.955,18,565.893584
0.975,10,565.907645
0.9475,21,565.938939
0.95,20,565.970619
0.9725,11,565.987951
0.9625,15,566.009227
0.95,20,566.040618
0.9675,13,566.060734
0.9775,9,566.074774
0.95,20,566.10282
0.96,16,566.130221
0.9725,11,566.146772
0.975,10,566.160805
0.9725,11,566.175564
0.9425,23,566.210668
0.965,14,566.235264
0.96,16,566.260662
0.9775,9,566.272721
0.9675,13,566.291751
0.965,14,566.311748
0.9575,17,566.3402
0.9725,11,566.359795
0.97,12,566.38009
0.965,14,566.39965
0.9575,17,566.426759
0.9025,39,566.485935
0.9725,11,566.500959
0.955,18,566.528136
0.955,18,566.553691
0.965,14,566.575735
0.9775,9,566.587753
0.965,14,566.60799
0.9775,9,566.621013
0.955,18,566.648406
0.975,10,566.66256
0.9625,15,566.682929
0.9625,15,566.703034
0.965,14,566.726768
0.9675,13,566.746015
0.9475,21,566.774572
0.9625,15,566.796645
0.9775,9,566.810951
0.96,16,566.834086
0.97,12,569.153855
0.965,14,569.174376
0.9625,15,569.200701
0.9625,15,569.223759
0.9775,9,569.237785
0.9625,15,569.258827
0.935,26,569.293637
0.9625,15,569.314736
0.97,12,569.332765
0.9725,11,569.348922
0.97,12,569.365111
0.9725,11,569.380627
0.9625,15,569.404926
0.9575,17,569.433976
0.95,20,569.463038
0.965,14,569.483439
0.9725,11,569.498742
0.965,14,569.517998
0.975,10,569.532531
0.9725,11,569.547641
0.9725,11,569.56581
0.96,16,569.588853
0.965,14,569.608904
0.97,12,569.627591
0.96,16,569.654807
0.95,20,569.688938
0.9425,23,569.724028
0.97,12,569.743353
0.96,16,569.766289
0.965,14,569.785033
0.955,18,569.812072
0.9575,17,569.83666
0.965,14,569.856763
0.9675,13,569.874806
0.97,12,569.892336
0.9725,11,569.907011
0.9575,17,569.931053
0.97,12,569.95274
0.97,12,569.973508
0.9725,11,569.991981
0.9575,17,570.021966
0.95,20,570.052775
0.9675,13,570.073841
0.9625,15,570.098878
0.9525,19,570.125653
0.975,10,570.138957
0.9575,17,570.16369
0.9675,13,570.180738
0.9725,11,570.198944
0.98,8,570.213327
0.9775,9,570.235774
0.9625,15,570.259038
0.97,12,570.274725
0.9675,13,570.293876
0.97,12,570.310903
0.9725,11,570.325783
0.97,12,570.34378
0.9575,17,570.366824
0.9625,15,570.387873
0.9375,25,570.422628
0.965,14,570.442183
0.9725,11,570.457767
0.975,10,570.471963
0.97,12,570.488002
0.9625,15,570.509211
0.965,14,570.528926
0.965,14,570.548986
0.9725,11,570.566314
0.9575,17,570.592554
0.9725,11,570.608605
0.9725,11,570.623959
0.9725,11,570.639035
0.945,22,570.669602
0.9375,25,570.703766
0.96,16,570.726323
0.975,10,570.742982
0.9675,13,570.764041
0.9675,13,570.786824
0.9775,9,570.800847
0.965,14,570.823909
0.9625,15,570.843965
0.96,16,570.866004
0.9675,13,570.884037
0.9725,11,570.903591
0.97,12,570.92066
0.9675,13,570.939729
0.95,20,570.967031
0.9625,15,570.990279
0.97,12,571.007576
0.965,14,571.028675
0.97,12,571.046905
0.96,16,571.069946
0.9625,15,571.092227
0.97,12,571.113433
0.945,22,571.14326
0.9475,21,571.175278
0.9625,15,571.201828
0.975,10,571.215872
0.9675,13,571.234093
0.9675,13,571.252641
0.975,10,571.265691
0.965,14,571.285892
0.96,16,571.309592
0.9775,9,571.322679
0.965,14,571.343908
0.97,12,571.361943
0.97,12,571.379025
0.9525,19,571.410659
0.97,12,571.428758
0.9725,11,571.445607
0.9625,15,571.468541
0.945,22,571.501882
0.9625,15,571.526183
0.9475,21,571.557747
0.9775,9,571.571093
0.9525,19,571.604817
0.9675,13,571.623902
0.9675,13,571.643457
0.97,12,571.660602
0.9475,21,571.688806
0.9575,17,571.713081
0.935,26,571.755011
0.975,10,571.770209
0.9725,11,571.789313
0.9675,13,571.810209
0.9425,23,571.844613
0.975,10,571.860801
0.9725,11,571.876114
0.9775,9,571.889632
0.9725,11,571.906833
0.97,12,571.924919
0.97,12,571.942014
0.9575,17,571.965994
0.9725,11,571.981018
0.9625,15,572.001715
0.9775,9,572.013757
0.9675,13,572.035297
0.9625,15,572.056355
0.935,26,572.093244
0.96,16,572.11599
0.97,12,572.133671
0.97,12,572.150584
0.9625,15,572.171698
0.96,16,572.19301
0.97,12,574.626625
0.495,202,574.916812
0.9725,11,574.932856
0.9725,11,574.950284
0.9725,11,574.966999
0.95,20,575.001207
0.9775,9,575.016751
0.97,12,575.038173
0.97,12,575.057972
0.9725,11,575.073007
0.975,10,575.089041
0.9725,11,575.108763
0.975,10,575.126847
0.9775,9,575.144483
0.9625,15,575.169717
0.975,10,575.185771
0.9725,11,575.202157
0.93,28,575.24992
0.965,14,575.270968
0.865,54,575.352048
0.96,16,575.379743
0.9775,9,575.393015
0.975,10,575.408049
0.9675,13,575.428597
0.965,14,575.448737
0.9725,11,575.463995
0.9375,25,575.49965
0.975,10,575.513752
0.97,12,575.530779
0.9625,15,575.55211
0.975,10,575.566072
0.975,10,575.579586
0.9675,13,575.598679
0.9625,15,575.622893
0.975,10,575.640476
0.8975,41,575.70805
0.965,14,575.728609
0.98,8,575.741163
0.9725,11,575.759792
0.9775,9,575.775197
0.9475,21,575.80513
0.925,30,575.846023
0.9425,23,575.876637
0.9775,9,575.889686
0.9475,21,575.918771
0.96,16,575.941756
0.955,18,575.967669
0.9725,11,575.983735
0.9475,21,576.016007
0.945,22,576.046599
0.975,10,576.062169
0.975,10,576.078716
0.9475,21,576.109784
0.965,14,576.131977
0.955,18,576.158918
0.9575,17,576.192015
0.9725,11,576.211037
0.955,18,576.242139
0.9575,17,576.269834
0.9775,9,576.283876
0.9725,11,576.3019
0.9725,11,576.320966
0.97,12,576.342095
0.9775,9,576.35574
0.965,14,576.378789
0.9775,9,576.391767
0.95,20,576.419827
0.97,12,576.43723
0.9475,21,576.473956
0.97,12,576.493713
0.9725,11,576.514048
0.9675,13,576.535602
0.975,10,576.550627
0.9725,11,576.567729
0.975,10,576.58226
0.9725,11,576.597804
0.96,16,576.623865
0.9725,11,576.640401
0.97,12,576.660966
0.84,64,576.753942
0.965,14,576.773995
0.955,18,576.799237
0.975,10,576.817825
0.97,12,576.835868
0.975,10,576.853595
0.975,10,576.869647
0.97,12,576.886745
0.955,18,576.912293
0.97,12,576.928951
0.9675,13,576.951178
0.9675,13,576.972739
0.9725,11,576.988773
0.9275,29,577.033282
0.9475,21,577.068768
0.965,14,577.08881
0.965,14,577.112357
0.9675,13,577.130896
0.9725,11,577.146116
0.9675,13,577.164672
0.9725,11,577.180219
0.9675,13,577.198928
0.975,10,577.213629
0.9725,11,577.228661
0.9775,9,577.24121
0.88,48,577.30961
0.975,10,577.323706
0.9725,11,577.340242
0.9775,9,577.353301
0.9525,19,577.380213
0.975,10,577.393668
0.965,14,577.414783
0.9725,11,577.42955
0.9675,13,577.448614
0.9775,9,577.465692
0.97,12,577.482933
0.975,10,577.501979
0.9625,15,577.524041
0.965,14,577.545598
0.83,68,577.649774
0.9675,13,577.673882
0.9675,13,577.696975
0.97,12,577.720029
0.8725,51,580.212895
0.9675,13,580.234583
0.9775,9,580.249534
0.965,14,580.27365
0.965,14,580.296715
0.955,18,580.324171
0.98,8,580.336904
0.9725,11,580.354554
0.965,14,580.378624
0.9675,13,580.398699
0.9725,11,580.4144
0.9675,13,580.43358
0.9675,13,580.453891
0.935,26,580.495365
0.9675,13,580.514973
0.9725,11,580.530263
0.975,10,580.543426
0.9775,9,580.556468
0.9675,13,580.574602
0.9625,15,580.596532
0.9625,15,580.619333
0.9675,13,580.638533
0.9775,9,580.650583
0.965,14,580.670665
0.97,12,580.690707
0.97,12,580.709007
0.975,10,580.72384
0.965,14,580.745612
0.9725,11,580.765758
0.95,20,580.796813
0.9725,11,580.812345
0.87,52,580.895787
0.9675,13,580.916829
0.9575,17,580.94189
0.9675,13,580.964634
0.975,10,580.98067
0.9675,13,580.999741
0.965,14,581.023939
0.97,12,581.040478
0.9675,13,581.062863
0.965,14,581.08458
0.96,16,581.10767
0.975,10,581.123986
0.965,14,581.144241
0.965,14,581.164011
0.9675,13,581.18191
0.965,14,581.200592
0.9625,15,581.22279
0.97,12,581.240595
0.975,10,581.257157
0.94,24,581.300952
0.9625,15,581.32284
0.9625,15,581.342588
0.9625,15,581.363723
0.9725,11,581.379746
0.9375,25,581.413834
0.97,12,581.432574
0.9675,13,581.456746
0.95,20,581.491803
0.9725,11,581.507851
0.97,12,581.524894
0.96,16,581.54645
0.9625,15,581.56764
0.9725,11,581.583441
0.9725,11,581.599707
0.97,12,581.618981
0.9775,9,581.632507
0.9725,11,581.647584
0.97,12,581.66468
0.9575,17,581.68874
0.97,12,581.707784
0.975,10,581.721809
0.975,10,581.735504
0.98,8,581.747085
0.975,10,581.763642
0.9725,11,581.782772
0.9625,15,581.810777
0.97,12,581.830943
0.97,12,581.852754
0.975,10,581.869785
0.935,26,581.908661
0.97,12,581.924762
0.965,14,581.945558
0.975,10,581.959636
0.965,14,581.979458
0.9375,25,582.01369
0.975,10,582.027755
0.9475,21,582.056028
0.965,14,582.075566
0.965,14,582.096644
0.97,12,582.113325
0.965,14,582.132263
0.975,10,582.147315
0.97,12,582.166009
0.97,12,582.182716
0.97,12,582.199746
0.9675,13,582.222801
0.94,24,582.263995
0.96,16,582.292927
0.975,10,582.313618
0.9675,13,582.335697
0.9625,15,582.35675
0.965,14,582.380934
0.9775,9,582.393595
0.9625,15,582.414129
0.9775,9,582.42665
0.9725,11,582.44334
0.9725,11,582.460761
0.9725,11,582.480837
0.935,26,582.519058
0.9625,15,582.540202
0.9675,13,582.559734
0.9725,11,582.57569
0.9575,17,582.600781
0.9625,15,582.622625
0.97,12,582.639209
0.965,14,582.658925
0.955,18,582.683681
0.97,12,582.70184
0.9625,15,582.727032
0.96,16,582.751991
0.965,14,582.771035
0.955,18,582.796625
0.955,18,582.821713
0.9725,11,582.836975
0.96,16,582.858824
0.9675,13,582.876873
0.96,16,582.899769
0.9525,19,582.92809
0.97,12,582.948702
0.9775,9,582.962735
0.9425,23,583.002571
0.97,12,583.022356
0.97,12,583.0394
0.9575,17,583.065046
0.9575,17,583.090608
0.9575,17,583.115716
0.96,16,583.139292
0.9775,9,583.155607
0.9625,15,583.175696
0.97,12,583.196413
0.97,12,583.217649
0.9475,21,583.250523
0.975,10,583.26528
0.9675,13,583.286989
0.9725,11,583.303695
0.9775,9,585.626642
0.96,16,585.650775
0.9625,15,585.672831
0.965,14,585.693887
0.9775,9,585.706965
0.945,22,585.739025
0.955,18,585.764798
0.9625,15,585.78613
0.9625,15,585.807719
0.965,14,585.827778
0.945,22,585.856982
0.9775,9,585.870006
0.9725,11,585.887723
0.96,16,585.916294
0.9775,9,585.933997
0.9725,11,585.950629
0.9575,17,585.975813
0.9675,13,585.993899
0.9625,15,586.017988
0.9675,13,586.042152
0.9575,17,586.067764
0.955,18,586.093827
0.9675,13,586.111785
0.97,12,586.128387
0.97,12,586.144732
0.9725,11,586.159809
0.97,12,586.176855
0.9575,17,586.203611
0.9675,13,586.226123
0.9675,13,586.246391
0.97,12,586.263565
0.9725,11,586.281172
0.9725,11,586.300854
0.9625,15,586.326567
0.975,10,586.341605
0.975,10,586.355696
0.965,14,586.376743
0.965,14,586.397786
0.965,14,586.421032
0.965,14,586.441567
0.9725,11,586.457792
0.9675,13,586.47584
0.955,18,586.502888
0.9675,13,586.521923
0.9725,11,586.536969
0.975,10,586.554832
0.965,14,586.575916
0.965,14,586.596998
0.9725,11,586.613556
0.9625,15,586.63366
0.975,10,586.647695
0.96,16,586.670904
0.9225,31,586.713626
0.965,14,586.735048
0.9575,17,586.759211
0.965,14,586.778761
0.9725,11,586.793792
0.955,18,586.818837
0.9575,17,586.843454
0.965,14,586.866358
0.965,14,586.889668
0.9625,15,586.914809
0.9525,19,586.94611
0.925,30,586.994815
0.9675,13,587.013857
0.96,16,587.036011
0.9625,15,587.058661
0.975,10,587.072958
0.97,12,587.091078
0.9675,13,587.112776
0.95,20,587.144637
0.9775,9,587.157666
0.97,12,587.174826
0.9425,23,587.206984
0.97,12,587.223669
0.975,10,587.237733
0.9625,15,587.258009
0.9625,15,587.283839
0.9625,15,587.307732
0.97,12,587.32477
0.96,16,587.349091
0.97,12,587.366643
0.9775,9,587.380677
0.9675,13,587.399765
0.9675,13,587.417815
0.9675,13,587.435854
0.9725,11,587.45195
0.95,20,587.47867
0.9725,11,587.493802
0.96,16,587.516047
0.9775,9,587.529572
0.9775,9,587.544801
0.98,8,587.557018
0.9325,27,587.597808
0.975,10,587.61585
0.9675,13,587.637901
0.97,12,587.657744
0.9425,23,587.690639
0.9675,13,587.708716
0.97,12,587.724825
0.9575,17,587.748449
0.9675,13,587.765666
0.97,12,587.782721
0.9675,13,587.80075
0.95,20,587.828806
0.97,12,587.846407
0.96,16,587.869845
0.9775,9,587.882886
0.9775,9,587.894915
0.9575,17,587.917957
0.9675,13,587.936999
0.96,16,587.960642
0.9425,23,587.992886
0.9725,11,588.00761
0.98,8,588.019715
0.945,22,588.050527
0.9775,9,588.06402
0.97,12,588.081047
0.9625,15,588.102187
0.97,12,588.118723
0.95,20,588.147583
0.9625,15,588.168656
0.975,10,588.184925
0.96,16,588.20948
0.9725,11,588.226022
0.975,10,588.24155
0.965,14,588.262698
0.9725,11,588.281729
0.9725,11,588.299773
0.97,12,588.322134
0.9775,9,588.335028
0.97,12,588.352842
0.9775,9,588.366771
0.965,14,588.386028
0.975,10,588.400052
0.97,12,588.415606
0.9675,13,588.433949
0.9725,11,588.448976
0.9725,11,588.465254
0.9525,19,588.492452
0.96,16,588.513719
0.9675,13,588.531743
0.98,8,588.542776
0.9725,11,588.55781
0.955,18,588.582519
0.9725,11,588.600582
0.965,14,588.622706
0.9625,15,588.643757
0.9425,23,590.982035
0.9775,9,590.994571
0.97,12,591.010602
0.9725,11,591.025681
0.965,14,591.045209
0.975,10,591.058892
0.9625,15,591.081997
0.9675,13,591.100717
0.9725,11,591.116728
0.9675,13,591.135907
0.96,16,591.158556
0.9675,13,591.176626
0.9675,13,591.196672
0.96,16,591.222949
0.965,14,591.245262
0.975,10,591.259953
0.965,14,591.280997
0.9725,11,591.297038
0.9675,13,591.315717
0.9725,11,591.332245
0.9675,13,591.35029
0.96,16,591.373109
0.965,14,591.3957
0.96,16,591.418792
0.965,14,591.440835
0.9525,19,591.47059
0.9625,15,591.490695
0.9675,13,591.509765
0.98,8,591.520789
0.9625,15,591.543002
0.975,10,591.556196
0.9625,15,591.578733
0.97,12,591.596773
0.965,14,591.616814
0.965,14,591.637857
0.96,16,591.659734
0.97,12,591.675785
0.97,12,591.692688
0.96,16,591.716061
0.9675,13,591.735339
0.965,14,591.754994
0.97,12,591.771019
0.9725,11,591.786556
0.9425,23,591.820704
0.9325,27,591.857956
0.9625,15,591.880025
0.965,14,591.904739
0.9725,11,591.920905
0.975,10,591.935613
0.9625,15,591.959797
0.9625,15,591.983296
0.9675,13,592.003747
0.9575,17,592.033706
0.9825,7,592.042996
0.97,12,592.061211
0.9675,13,592.081806
0.975,10,592.097355
0.9625,15,592.118994
0.9375,25,592.154706
0.955,18,592.17974
0.955,18,592.206399
0.96,16,592.230744
0.965,14,592.253469
0.965,14,592.275306
0.9525,19,592.302039
0.9725,11,592.318682
0.9625,15,592.338974
0.9675,13,592.35728
0.97,12,592.376047
0.9725,11,592.390561
0.9725,11,592.406819
0.9625,15,592.426857
0.9725,11,592.44289
0.965,14,592.460616
0.9775,9,592.474804
0.945,22,592.503873
0.9725,11,592.5221
0.9675,13,592.543051
0.9625,15,592.566979
0.97,12,592.583636
0.97,12,592.600043
0.97,12,592.619726
0.965,14,592.642181
0.9575,17,592.6724
0.955,18,592.703678
0.96,16,592.729938
0.9775,9,592.747554
0.98,8,592.762172
0.9725,11,592.78077
0.9625,15,592.802315
0.9625,15,592.823875
0.975,10,592.837898
0.9675,13,592.856711
0.9525,19,592.882778
0.975,10,592.898007
0.97,12,592.915051
0.965,14,592.935707
0.9725,11,592.95427
0.9675,13,592.974602
0.9325,27,593.010885
0.9675,13,593.029014
0.9675,13,593.050893
0.97,12,593.067939
0.9675,13,593.086981
0.9675,13,593.106018
0.975,10,593.120042
0.96,16,593.146416
0.9575,17,593.171181
0.9725,11,593.186739
0.9625,15,593.208029
0.9725,11,593.222968
0.975,10,593.238993
0.965,14,593.261757
0.975,10,593.279525
0.965,14,593.30185
0.975,10,593.31722
0.9775,9,593.329759
0.9675,13,593.350325
0.975,10,593.363993
0.9475,21,593.392722
0.9675,13,593.410797
0.9725,11,593.426837
0.9625,15,593.44839
0.9725,11,593.465138
0.945,22,593.499929
0.965,14,593.522666
0.9675,13,593.540719
0.9675,13,593.558979
0.975,10,593.573007
0.9525,19,593.603575
0.97,12,593.62065
0.9725,11,593.637733
0.9675,13,593.656112
0.965,14,593.67664
0.975,10,593.690695
0.97,12,593.706902
0.9725,11,593.721923
0.9625,15,593.741963
0.96,16,593.764399
0.97,12,593.78193
0.96,16,593.80457
0.955,18,593.829642
0.95,20,593.860757
0.965,14,593.8798
0.96,16,593.905775
0.945,22,593.934828
0.9575,17,593.958869
0.9775,9,593.971894
0.9675,13,596.29376
0.9625,15,596.316904
0.9725,11,596.342078
0.9675,13,596.364774
0.97,12,596.384977
0.97,12,596.401762
0.975,10,596.416317
0.9575,17,596.438972
0.975,10,596.453527
0.97,12,596.470192
0.975,10,596.484737
0.9775,9,596.497762
0.97,12,596.515904
0.96,16,596.538131
0.9625,15,596.562184
0.96,16,596.585759
0.965,14,596.606082
0.95,20,596.633683
0.9575,17,596.658934
0.9675,13,596.676976
0.97,12,596.694077
0.9625,15,596.715752
0.9625,15,596.739795
0.9725,11,596.757354
0.97,12,596.774056
0.97,12,596.792079
0.9525,19,596.823708
0.965,14,596.843908
0.975,10,596.857454
0.965,14,596.880652
0.95,20,596.912271
0.9475,21,596.942895
0.9575,17,596.968582
0.9725,11,596.984782
0.9675,13,597.002988
0.9675,13,597.024626
0.97,12,597.043699
0.9675,13,597.06224
0.9575,17,597.084995
0.955,18,597.110044
0.965,14,597.13179
0.9775,9,597.144994
0.965,14,597.164562
0.98,8,597.17561
0.975,10,597.189641
0.9625,15,597.212985
0.97,12,597.230584
0.97,12,597.247579
0.9725,11,597.264012
0.9725,11,597.278677
0.975,10,597.294359
0.8825,47,597.360622
0.9275,29,597.402929
0.9525,19,597.428986
0.9775,9,597.442011
0.9725,11,597.459588
0.9625,15,597.480689
0.965,14,597.503908
0.9675,13,597.523964
0.9525,19,597.55758
0.9775,9,597.570619
0.9625,15,597.596765
0.965,14,597.618898
0.96,16,597.64615
0.9775,9,597.662604
0.95,20,597.69471
0.975,10,597.71055
0.9675,13,597.728795
0.9725,11,597.744361
0.965,14,597.763493
0.975,10,597.779031
0.9525,19,597.805617
0.9625,15,597.826711
0.97,12,597.843747
0.975,10,597.859011
0.9725,11,597.874595
0.9675,13,597.894783
0.975,10,597.908809
0.97,12,597.925846
0.9775,9,597.937866
0.93,28,597.976745
0.9625,15,597.997785
0.9575,17,598.020838
0.97,12,598.036856
0.9725,11,598.051886
0.965,14,598.071816
0.9625,15,598.093597
0.9575,17,598.117964
0.965,14,598.139779
0.9675,13,598.161884
0.94,24,598.204648
0.97,12,598.223892
0.965,14,598.245286
0.975,10,598.263966
0.965,14,598.289643
0.97,12,598.310837
0.9625,15,598.335708
0.9725,11,598.352743
0.97,12,598.37354
0.965,14,598.394841
0.9675,13,598.414062
0.97,12,598.432682
0.9625,15,598.454783
0.9725,11,598.470802
0.9725,11,598.486842
0.97,12,598.503883
0.9675,13,598.520905
0.9625,15,598.543975
0.9675,13,598.562032
0.97,12,598.579012
0.9675,13,598.597057
0.95,20,598.624446
0.9575,17,598.648205
0.8725,51,598.723029
0.9675,13,598.74559
0.9675,13,598.7667
0.9575,17,598.794036
