#{"t_start": 1767536782.4364533, "env_id": "MiniGrid-DoorKey-6x6-v0"}
r,l,t
0.9725,11,392.46608
0.9625,15,392.492955
0.9675,13,392.515526
0.98,8,392.531849
0.9725,11,392.54848
0.975,10,392.565911
0.965,14,392.58989
0.9675,13,392.610006
0.97,12,392.631183
0.9625,15,392.654209
0.975,10,392.669781
0.9675,13,392.692898
0.975,10,392.708963
0.9575,17,392.738858
0.97,12,392.757892
0.9525,19,392.784178
0.96,16,392.808146
0.9675,13,392.828891
0.9725,11,392.848432
0.97,12,392.867077
0.97,12,392.884792
0.965,14,392.909117
0.9575,17,392.941171
0.9475,21,392.980188
0.97,12,392.999823
0.9625,15,393.026935
0.9725,11,393.045635
0.9675,13,393.068858
0.965,14,393.091141
0.965,14,393.115603
0.9625,15,393.142833
0.9575,17,393.172937
0.965,14,393.197301
0.9675,13,393.220934
0.9175,33,393.27189
0.9575,17,393.298435
0.965,14,393.322155
0.965,14,393.343066
0.9675,13,393.365265
0.9675,13,393.388332
0.9575,17,393.418421
0.9675,13,393.441961
0.97,12,393.463408
0.96,16,393.492087
0.9525,19,393.521968
0.96,16,393.550143
0.9575,17,396.175822
0.9725,11,396.193986
0.965,14,396.21795
0.96,16,396.245868
0.975,10,396.26399
0.97,12,396.285175
0.96,16,396.313092
0.97,12,396.334205
0.94,24,396.376928
0.9625,15,396.401988
0.9625,15,396.426985
0.92,32,396.481065
0.9375,25,396.526873
0.96,16,396.556146
0.9725,11,396.575196
0.9275,29,396.626092
0.9625,15,396.650869
0.975,10,396.66842
0.96,16,396.694087
0.9725,11,396.711474
0.9675,13,396.731411
0.9525,19,396.764064
0.9625,15,396.791265
0.97,12,396.812857
0.9575,17,396.843052
0.9625,15,396.87002
0.97,12,396.891217
0.9725,11,396.910775
0.9525,19,396.942892
0.97,12,396.962933
0.9525,19,396.995466
0.8925,43,397.06992
0.96,16,397.098025
0.945,22,397.133908
0.95,20,397.168521
0.9675,13,397.190134
0.96,16,397.219732
0.9,40,397.288384
0.9725,11,397.308114
0.9675,13,397.329834
0.9675,13,397.351095
0.955,18,397.382739
0.97,12,397.404213
0.9625,15,397.42695
0.9725,11,397.445101
0.94,24,397.481941
0.9425,23,397.520929
0.9625,15,397.546736
0.97,12,397.568369
0.9675,13,397.591816
0.975,10,397.609509
0.98,8,397.62502
0.96,16,397.649214
0.9675,13,397.670139
0.97,12,397.691688
0.965,14,397.715156
0.9725,11,397.736697
0.97,12,397.757926
0.96,16,397.785819
0.975,10,397.804007
0.9675,13,397.826393
0.9675,13,397.849201
0.97,12,397.871193
0.98,8,397.884214
0.9775,9,397.896811
0.9525,19,397.932417
0.9525,19,397.96594
0.9575,17,397.995709
0.9725,11,398.013862
0.9575,17,398.044553
0.9775,9,398.059907
0.9325,27,398.105692
0.945,22,398.145066
0.96,16,398.172156
0.935,26,398.218197
0.97,12,398.239944
0.9775,9,398.255963
0.9475,21,398.292223
0.9725,11,398.309843
0.9675,13,398.332495
0.9475,21,398.369514
0.9625,15,398.395963
0.975,10,398.413095
0.9625,15,398.439807
0.9525,19,398.469031
0.965,14,398.493247
0.97,12,398.511837
0.975,10,398.529918
0.975,10,398.546454
0.9675,13,398.568571
0.97,12,398.588873
0.975,10,398.606426
0.9725,11,398.626207
0.9725,11,398.645196
0.965,14,398.670785
0.9725,11,398.689888
0.9575,17,398.719922
0.9725,11,398.738583
0.9425,23,398.778585
0.9775,9,398.793166
0.965,14,398.818854
0.9575,17,398.848643
0.94,24,398.887953
0.975,10,398.905516
0.975,10,398.921178
0.9675,13,398.942897
0.955,18,398.973157
0.9525,19,399.005075
0.96,16,399.034571
0.9675,13,399.057203
0.98,8,399.071778
0.9575,17,399.096941
0.88,48,399.178835
0.94,24,399.220107
0.9725,11,399.239369
0.975,10,399.259563
0.9675,13,399.282379
0.9625,15,399.305489
0.97,12,399.324595
0.9775,9,399.338716
0.9775,9,399.353921
0.965,14,399.378981
0.98,8,399.392014
0.9675,13,399.411813
0.975,10,399.429166
0.9725,11,399.449813
0.9225,31,399.494027
0.975,10,399.511211
0.9675,13,399.532906
0.9725,11,399.550981
0.9675,13,399.573022
0.97,12,399.592772
0.97,12,399.609861
0.955,18,399.639405
0.9625,15,399.665531
0.9525,19,402.294951
0.91,36,402.353429
0.97,12,402.374068
0.9725,11,402.391241
0.975,10,402.40826
0.9575,17,402.438953
0.9625,15,402.465006
0.97,12,402.486464
0.965,14,402.511202
0.975,10,402.528747
0.975,10,402.547976
0.97,12,402.568296
0.945,22,402.605985
0.8925,43,402.679204
0.96,16,402.707047
0.9675,13,402.728192
0.9725,11,402.74828
0.9625,15,402.773717
0.915,34,402.834927
0.9725,11,402.853971
0.975,10,402.872024
0.955,18,402.903187
0.965,14,402.929166
0.96,16,402.957315
0.9675,13,402.979218
0.96,16,403.008066
0.955,18,403.040668
0.9575,17,403.07149
0.96,16,403.09855
0.9625,15,403.12416
0.9625,15,403.151774
0.965,14,403.17646
0.965,14,403.20112
0.97,12,403.218994
0.96,16,403.247118
0.9525,19,403.280943
0.9725,11,403.300196
0.975,10,403.316719
0.97,12,403.338756
0.9125,35,403.40021
0.955,18,403.433285
0.9575,17,403.465678
0.9675,13,403.488815
0.97,12,403.509986
0.9675,13,403.532086
0.97,12,403.554208
0.965,14,403.578307
0.96,16,403.605135
0.9675,13,403.628265
0.9675,13,403.649079
0.975,10,403.666152
0.9725,11,403.683759
0.9625,15,403.707107
0.96,16,403.735217
0.9725,11,403.755795
0.9625,15,403.782645
0.9775,9,403.79902
0.975,10,403.816213
0.9575,17,403.846043
0.975,10,403.864189
0.97,12,403.886341
0.9675,13,403.907959
0.965,14,403.931089
0.97,12,403.952126
0.9575,17,403.983047
0.9675,13,404.005924
0.9725,11,404.02297
0.9725,11,404.041866
0.965,14,404.066797
0.965,14,404.09141
0.9725,11,404.111347
0.965,14,404.135768
0.9775,9,404.153826
0.9525,19,404.188107
0.9675,13,404.209302
0.96,16,404.234915
0.9525,19,404.262484
0.805,78,404.392974
0.945,22,404.431529
0.97,12,404.453141
0.9675,13,404.476716
0.965,14,404.500855
0.9675,13,404.522132
0.9675,13,404.546165
0.975,10,404.564235
0.9675,13,404.588344
0.9625,15,404.615381
0.945,22,404.65366
0.97,12,404.675903
0.9625,15,404.701907
0.95,20,404.738011
0.9725,11,404.757128
0.965,14,404.776735
0.9675,13,404.800161
0.9725,11,404.818213
0.8975,41,404.889009
0.97,12,404.909612
0.9725,11,404.925948
0.9625,15,404.951077
0.97,12,404.973125
0.97,12,404.993842
0.96,16,405.021096
0.9625,15,405.046466
0.965,14,405.068762
0.9525,19,405.096736
0.9625,15,405.123982
0.975,10,405.141193
0.94,24,405.182019
0.9725,11,405.198104
0.9575,17,405.225021
0.9625,15,405.251766
0.97,12,405.272777
0.9675,13,405.295933
0.9675,13,405.32011
0.9725,11,405.340016
0.965,14,405.362272
0.9725,11,405.379836
0.9675,13,405.399959
0.975,10,405.41727
0.935,26,405.459424
0.96,16,405.487112
0.9625,15,405.514518
0.965,14,405.538916
0.9675,13,405.563009
0.97,12,405.584138
0.975,10,405.601759
0.96,16,405.629346
0.9275,29,405.681115
0.9625,15,405.705723
0.96,16,405.732841
0.9775,9,405.748898
0.97,12,405.768033
0.9575,17,405.796208
0.9725,11,408.413105
0.9775,9,408.429206
0.97,12,408.449567
0.965,14,408.474878
0.9725,11,408.493956
0.975,10,408.510061
0.965,14,408.534191
0.975,10,408.551817
0.9625,15,408.578145
0.95,20,408.613211
0.95,20,408.649124
0.9775,9,408.665155
0.945,22,408.702901
0.975,10,408.720601
0.97,12,408.74246
0.9475,21,408.77811
0.9675,13,408.800116
0.9675,13,408.820681
0.9575,17,408.851036
0.95,20,408.885912
0.9575,17,408.916158
0.9675,13,408.939244
0.97,12,408.959477
0.9625,15,408.984539
0.97,12,409.005215
0.9725,11,409.024855
0.9725,11,409.045809
0.9625,15,409.072062
0.9625,15,409.096551
0.96,16,409.121892
0.9625,15,409.146962
0.9675,13,409.169933
0.965,14,409.196957
0.975,10,409.215007
0.9675,13,409.238165
0.9775,9,409.254338
0.9675,13,409.27723
0.97,12,409.299201
0.9775,9,409.314835
0.965,14,409.339039
0.9675,13,409.363373
0.9375,25,409.407287
0.9575,17,409.437196
0.9675,13,409.458248
0.95,20,409.488836
0.94,24,409.530443
0.9525,19,409.562562
0.91,36,409.624889
0.9675,13,409.647994
0.9625,15,409.675882
0.9675,13,409.699719
0.9275,29,409.746003
0.9675,13,409.768735
0.965,14,409.792938
0.97,12,409.814923
0.9675,13,409.838089
0.795,82,409.969725
0.96,16,409.997993
0.9725,11,410.018113
0.945,22,410.0551
0.9675,13,410.078112
0.885,46,410.156801
0.96,16,410.184989
0.97,12,410.203552
0.965,14,410.228627
0.965,14,410.248716
0.9675,13,410.270061
0.97,12,410.290753
0.965,14,410.316464
0.965,14,410.34219
0.9575,17,410.37173
0.975,10,410.389832
0.9525,19,410.423575
0.965,14,410.445629
0.97,12,410.462741
0.9575,17,410.492833
0.9675,13,410.516444
0.97,12,410.538569
0.965,14,410.562391
0.965,14,410.586926
0.95,20,410.621136
0.92,32,410.676949
0.9775,9,410.693426
0.955,18,410.724749
0.965,14,410.749737
0.9725,11,410.769693
0.95,20,410.80399
0.965,14,410.829187
0.965,14,410.854731
0.9725,11,410.87402
0.9325,27,410.918174
0.975,10,410.935834
0.965,14,410.959934
0.965,14,410.984919
0.97,12,411.006012
0.97,12,411.026126
0.9025,39,411.09219
0.9625,15,411.117324
0.965,14,411.140011
0.975,10,411.157223
0.97,12,411.182184
0.9725,11,411.205444
0.96,16,411.232225
0.97,12,411.253883
0.975,10,411.272042
0.9675,13,411.293166
0.9625,15,411.316659
0.9725,11,411.336339
0.9575,17,411.365406
0.9675,13,411.388922
0.955,18,411.420929
0.96,16,411.44966
0.9475,21,411.485798
0.9425,23,411.529826
0.9775,9,411.54692
0.965,14,411.572687
0.955,18,411.604792
0.9675,13,411.626976
0.965,14,411.652188
0.955,18,411.68446
0.9725,11,411.704298
0.9475,21,411.736938
0.9675,13,411.759917
0.9675,13,411.782968
0.97,12,411.806063
0.9575,17,411.836915
0.965,14,411.860168
0.97,12,411.881251
0.9675,13,411.90285
0.9675,13,411.923161
0.9625,15,411.948298
0.965,14,414.616762
0.9475,21,414.651114
0.96,16,414.675566
0.9675,13,414.69615
0.965,14,414.71964
0.9475,21,414.756841
0.97,12,414.774421
0.9625,15,414.799279
0.9675,13,414.820191
0.91,36,414.883842
0.9575,17,414.915359
0.975,10,414.932307
0.9725,11,414.950205
0.96,16,414.973801
0.94,24,415.015465
0.9725,11,415.031882
0.9525,19,415.063889
0.9775,9,415.08013
0.9525,19,415.111927
0.9675,13,415.133758
0.97,12,415.155166
0.9575,17,415.181586
0.8325,67,415.293759
0.9675,13,415.314647
0.9625,15,415.34092
0.9275,29,415.385953
0.97,12,415.403009
0.975,10,415.419049
0.9725,11,415.436938
0.9725,11,415.456856
0.915,34,415.515732
0.96,16,415.547076
0.9375,25,415.591051
0.965,14,415.615924
0.96,16,415.64589
0.9625,15,415.672178
0.9575,17,415.702162
0.9075,37,415.765078
0.9725,11,415.783813
0.9675,13,415.804717
0.97,12,415.823693
0.97,12,415.845758
0.975,10,415.863418
0.9725,11,415.882379
0.9775,9,415.898906
0.9725,11,415.918302
0.9775,9,415.934195
0.96,16,415.962136
0.9775,9,415.978258
0.975,10,415.994866
0.945,22,416.029905
0.965,14,416.053817
0.97,12,416.075906
0.9575,17,416.105808
0.9725,11,416.12443
0.9525,19,416.158029
0.975,10,416.176544
0.89,44,416.249549
0.975,10,416.266584
0.97,12,416.289209
0.975,10,416.305917
0.98,8,416.32086
0.9775,9,416.336899
0.9675,13,416.358917
0.9525,19,416.391873
0.97,12,416.413348
0.9675,13,416.436896
0.965,14,416.46165
0.9725,11,416.480842
0.975,10,416.497899
0.97,12,416.519104
0.975,10,416.537278
0.9725,11,416.556228
0.815,74,416.674435
0.9575,17,416.699618
0.9575,17,416.729727
0.955,18,416.760952
0.9725,11,416.781076
0.9725,11,416.800703
0.965,14,416.825283
0.9025,39,416.892222
0.9625,15,416.919119
0.9675,13,416.942242
0.97,12,416.963813
0.9775,9,416.980959
0.9675,13,417.004411
0.9725,11,417.026737
0.975,10,417.044353
0.9725,11,417.063958
0.975,10,417.0814
0.965,14,417.10854
0.935,26,417.155498
0.96,16,417.186111
0.9675,13,417.209888
0.97,12,417.231495
0.965,14,417.257155
0.9625,15,417.284491
0.9625,15,417.310267
0.9525,19,417.339554
0.95,20,417.375499
0.96,16,417.404185
0.9675,13,417.428374
0.975,10,417.446081
0.975,10,417.466131
0.9675,13,417.490792
0.975,10,417.508903
0.9625,15,417.536505
0.9725,11,417.556105
0.9725,11,417.576184
0.97,12,417.598784
0.9775,9,417.614456
0.9425,23,417.655219
0.9775,9,417.670603
0.9475,21,417.706651
0.73,108,417.891624
0.9575,17,417.923103
0.975,10,417.940157
0.9725,11,417.958833
0.9775,9,417.973915
0.975,10,417.99199
0.9775,9,418.008516
0.9675,13,418.030509
0.97,12,418.055562
0.9425,23,418.094586
0.98,8,418.109458
0.97,12,418.129384
0.9475,21,420.78875
0.98,8,420.804789
0.97,12,420.826375
0.9725,11,420.844797
0.96,16,420.868204
0.9625,15,420.888154
0.9725,11,420.906329
0.9625,15,420.932413
0.9375,25,420.976443
0.97,12,420.9979
0.9775,9,421.014444
0.96,16,421.041388
0.965,14,421.062657
0.9625,15,421.084089
0.97,12,421.102424
0.97,12,421.122501
0.9675,13,421.14611
0.9475,21,421.178805
0.9575,17,421.208804
0.975,10,421.225699
0.9675,13,421.246135
0.975,10,421.26318
0.9625,15,421.29014
0.9725,11,421.30935
0.9725,11,421.331457
0.955,18,421.36254
0.965,14,421.383594
0.9675,13,421.405657
0.9775,9,421.421718
0.9675,13,421.44447
0.9725,11,421.462864
0.9775,9,421.479102
0.975,10,421.497029
0.9725,11,421.517002
0.95,20,421.551534
0.9675,13,421.574152
0.9725,11,421.591525
0.9775,9,421.606096
0.97,12,421.628072
0.97,12,421.650118
0.9575,17,421.679149
0.9575,17,421.705453
0.955,18,421.738224
0.9775,9,421.7538
0.9725,11,421.773719
0.97,12,421.794836
0.9675,13,421.816824
0.9725,11,421.835936
0.9775,9,421.851342
0.9775,9,421.866853
0.975,10,421.884764
0.9625,15,421.910715
0.9625,15,421.936828
0.97,12,421.958254
0.975,10,421.976024
0.96,16,422.005101
0.97,12,422.029109
0.9625,15,422.055861
0.9625,15,422.081282
0.9775,9,422.096795
0.9775,9,422.114188
0.975,10,422.132841
0.965,14,422.159056
0.9675,13,422.181842
0.9625,15,422.208138
0.9525,19,422.242455
0.9775,9,422.256026
0.9625,15,422.282023
0.97,12,422.302989
0.9675,13,422.328108
0.975,10,422.346442
0.97,12,422.368046
0.975,10,422.390541
0.98,8,422.405098
0.965,14,422.431596
0.96,16,422.459737
0.975,10,422.476782
0.9625,15,422.500085
0.9775,9,422.512108
0.9575,17,422.543638
0.975,10,422.561887
0.9625,15,422.588861
0.9725,11,422.60892
0.9725,11,422.629896
0.965,14,422.656459
0.9775,9,422.674236
0.9775,9,422.691643
0.9575,17,422.721257
0.9825,7,422.734266
0.9725,11,422.753434
0.96,16,422.780519
0.9575,17,422.811229
0.9425,23,422.849457
0.98,8,422.864061
0.975,10,422.882941
0.9625,15,422.910115
0.96,16,422.93604
0.96,16,422.962186
0.97,12,422.983522
0.9725,11,423.002768
0.97,12,423.024225
0.9575,17,423.056896
0.96,16,423.086191
0.9725,11,423.106189
0.97,12,423.127509
0.965,14,423.154642
0.9725,11,423.174297
0.96,16,423.202781
0.9725,11,423.222273
0.9625,15,423.249206
0.9575,17,423.279346
0.9775,9,423.292336
0.97,12,423.314462
0.9725,11,423.333368
0.9325,27,423.383271
0.97,12,423.405165
0.96,16,423.432796
0.9725,11,423.45249
0.9725,11,423.471476
0.97,12,423.49076
0.965,14,423.514178
0.9775,9,423.529148
0.9675,13,423.552774
0.965,14,423.577215
0.955,18,423.611173
0.9725,11,423.630396
0.9725,11,423.649022
0.9725,11,423.665195
0.9775,9,423.680156
0.9575,17,423.707074
0.91,36,423.766543
0.97,12,423.78713
0.965,14,423.809565
0.9725,11,423.826522
0.9775,9,423.842999
0.97,12,423.862068
0.92,32,423.914066
0.97,12,423.935431
0.975,10,423.952857
0.96,16,423.983116
0.965,14,424.008671
0.955,18,424.036662
0.9725,11,424.055557
0.9675,13,424.078119
0.965,14,424.103289
0.9775,9,424.115802
0.9725,11,424.131728
0.9775,9,424.146876
0.9725,11,424.166245
0.96,16,424.19335
0.97,12,424.214907
0.9725,11,424.234008
0.9625,15,424.261969
0.965,14,424.286718
0.975,10,424.306364
0.9625,15,426.962019
0.9325,27,427.006174
0.9675,13,427.029182
0.925,30,427.082572
0.9675,13,427.100643
0.945,22,427.132171
0.965,14,427.152171
0.9725,11,427.171171
0.9025,39,427.233435
0.975,10,427.252434
0.91,36,427.310436
0.9575,17,427.33495
0.9575,17,427.364952
0.9675,13,427.387954
0.9625,15,427.415952
0.82,72,427.541756
0.965,14,427.566604
0.9325,27,427.611186
0.945,22,427.648335
0.9475,21,427.682335
0.9725,11,427.700868
0.9625,15,427.726211
0.97,12,427.748269
0.9725,11,427.767863
0.9775,9,427.785925
0.9025,39,427.854057
0.945,22,427.893059
0.96,16,427.92207
0.9675,13,427.945588
0.975,10,427.963949
0.9425,23,428.008235
0.9675,13,428.033251
0.9575,17,428.0631
0.945,22,428.099276
0.9475,21,428.132798
0.94,24,428.172806
0.94,24,428.212807
0.935,26,428.257327
0.94,24,428.295326
0.945,22,428.327562
0.9425,23,428.36708
0.8975,41,428.433536
0.9675,13,428.456536
0.91,36,428.518544
0.9675,13,428.540063
0.945,22,428.576064
0.95,20,428.604063
0.955,18,428.633591
0.965,14,428.657588
0.9575,17,428.687587
0.975,10,428.703586
0.9475,21,428.740137
0.9575,17,428.766136
0.915,34,428.825658
0.91,36,428.88722
0.9475,21,428.922504
0.955,18,428.950034
0.95,20,428.985034
0.9575,17,429.016033
0.955,18,429.046332
0.95,20,429.084324
0.9675,13,429.107323
0.955,18,429.136848
0.9475,21,429.172849
0.9625,15,429.198851
0.9675,13,429.222402
0.945,22,429.259906
0.9475,21,429.296328
0.9625,15,429.323834
0.9475,21,429.360681
0.95,20,429.394589
0.9425,23,429.434103
0.9575,17,429.462813
0.9675,13,429.486813
0.97,12,429.506814
0.88,48,429.590337
0.9725,11,429.608673
0.965,14,429.632678
0.9775,9,429.646198
0.87,52,429.733916
0.965,14,429.76294
0.925,30,429.816939
0.95,20,429.851849
0.8775,49,429.943303
0.94,24,429.986299
0.9675,13,430.0103
0.9625,15,430.039396
0.94,24,430.083453
0.965,14,430.110456
0.9525,19,430.14498
0.975,10,430.16198
0.9625,15,430.190977
0.965,14,430.216978
0.965,14,430.238498
0.9375,25,430.280499
0.955,18,430.309498
0.95,20,430.346028
0.96,16,430.371027
0.95,20,430.404028
0.9575,17,430.431033
0.965,14,430.455549
0.975,10,433.130305
0.96,16,433.157824
0.965,14,433.179826
0.9625,15,433.205825
0.9725,11,433.221825
0.975,10,433.238346
0.9575,17,433.267345
0.9375,25,433.304345
0.95,20,433.338694
0.9625,15,433.365692
0.965,14,433.388756
0.9675,13,433.408753
0.9425,23,433.449044
0.97,12,433.470053
0.97,12,433.489043
0.9475,21,433.523005
0.9725,11,433.543523
0.9475,21,433.579523
0.9675,13,433.602671
0.965,14,433.62668
0.9275,29,433.677206
0.96,16,433.707202
0.955,18,433.73872
0.9325,27,433.785735
0.9475,21,433.822728
0.9575,17,433.850249
0.97,12,433.86725
0.965,14,433.88925
0.96,16,433.919797
0.9575,17,433.949319
0.9675,13,433.971315
0.9775,9,433.987318
0.9375,25,434.029324
0.9575,17,434.057843
0.9425,23,434.097842
0.965,14,434.120852
0.97,12,434.141378
0.97,12,434.163379
0.955,18,434.195378
0.9625,15,434.223378
0.95,20,434.2589
0.975,10,434.272898
0.975,10,434.290899
0.9725,11,434.309898
0.975,10,434.323905
0.955,18,434.350421
0.975,10,434.366422
0.975,10,434.381427
0.97,12,434.402423
0.96,16,434.431426
0.95,20,434.466939
0.9625,15,434.491939
0.96,16,434.520376
0.95,20,434.553906
0.97,12,434.574908
0.965,14,434.600907
0.9325,27,434.646429
0.9525,19,434.68043
0.9475,21,434.716427
0.9675,13,434.738944
0.9675,13,434.762356
0.97,12,434.782356
0.935,26,434.827514
0.955,18,434.856708
0.95,20,434.891707
0.96,16,434.916372
0.965,14,434.937379
0.9525,19,434.969898
0.975,10,434.987897
0.95,20,435.019117
0.9525,19,435.048336
0.96,16,435.072337
0.965,14,435.094338
0.9625,15,435.119335
0.9675,13,435.142861
0.96,16,435.170859
0.895,42,435.242385
0.9225,31,435.29576
0.975,10,435.314578
0.9675,13,435.336965
0.97,12,435.357902
0.96,16,435.383901
0.9525,19,435.415318
0.9625,15,435.440846
0.965,14,435.466845
0.9725,11,435.485846
0.94,24,435.528857
0.9575,17,435.560373
0.96,16,435.587371
0.96,16,435.614375
0.9575,17,435.643892
0.9675,13,435.669891
0.9725,11,435.687894
0.9525,19,435.719891
0.9575,17,435.748417
0.9425,23,435.785416
0.96,16,435.810417
0.9525,19,435.842938
0.965,14,435.867939
0.9775,9,435.883939
0.9575,17,435.91294
0.975,10,435.930944
0.9725,11,435.949455
0.9625,15,435.975458
0.96,16,436.001455
0.955,18,436.035461
0.9625,15,436.060976
0.9575,17,436.091163
0.975,10,436.109164
0.975,10,436.126176
0.96,16,436.154695
0.9375,25,436.198695
0.975,10,436.216788
0.9625,15,436.243303
0.9675,13,436.267303
0.9625,15,436.292579
0.9725,11,436.31161
0.9775,9,436.327616
0.9675,13,436.35113
0.97,12,436.37213
0.9725,11,436.392129
0.9675,13,436.415128
0.9775,9,436.431135
0.975,10,436.448648
0.945,22,436.48765
0.9525,19,436.521649
0.955,18,436.553171
0.975,10,436.57117
0.9775,9,436.587171
0.9525,19,436.62018
0.97,12,439.25086
0.98,8,439.26486
0.9525,19,439.297865
0.9525,19,439.327724
0.97,12,439.345854
0.9575,17,439.374991
0.97,12,439.396217
0.97,12,439.416991
0.9675,13,439.439998
0.9475,21,439.477516
0.9675,13,439.500515
0.96,16,439.527514
0.9775,9,439.544046
0.9725,11,439.563045
0.9775,9,439.579046
0.95,20,439.615044
0.97,12,439.636596
0.96,16,439.665111
0.965,14,439.689111
0.975,10,439.706797
0.9775,9,439.722311
0.9625,15,439.747839
0.9675,13,439.770382
0.97,12,439.791382
0.94,24,439.83539
0.965,14,439.85991
0.97,12,439.88191
0.9625,15,439.907909
0.9725,11,439.92691
0.975,10,439.943422
0.9625,15,439.970808
0.9775,9,439.985801
0.9675,13,440.010705
0.9675,13,440.033712
0.9675,13,440.052229
0.9725,11,440.06823
0.9625,15,440.092232
0.97,12,440.114777
0.9475,21,440.151304
0.8925,43,440.220303
0.9725,11,440.238309
0.9625,15,440.264823
0.97,12,440.283826
0.965,14,440.304823
0.96,16,440.332828
0.96,16,440.361342
0.94,24,440.398345
0.9475,21,440.430346
0.9625,15,440.454863
0.9525,19,440.488863
0.97,12,440.506861
0.93,28,440.555381
0.97,12,440.576382
0.96,16,440.602907
0.9725,11,440.620907
0.9625,15,440.648426
0.935,26,440.693429
0.9675,13,440.716283
0.965,14,440.742529
0.98,8,440.757043
0.96,16,440.787043
0.975,10,440.804051
0.955,18,440.836047
0.97,12,440.85756
0.97,12,440.878561
0.965,14,440.904561
0.965,14,440.92958
0.9525,19,440.962089
0.96,16,440.990088
0.9725,11,441.010087
0.9575,17,441.037095
0.9725,11,441.055619
0.9625,15,441.082903
0.9575,17,441.114059
0.9625,15,441.140064
0.96,16,441.162579
0.9725,11,441.179585
0.9625,15,441.205582
0.98,8,441.22058
0.97,12,441.240586
0.885,46,441.317368
0.9525,19,441.34989
0.9675,13,441.372891
0.9625,15,441.398819
0.96,16,441.425819
0.96,16,441.45034
0.975,10,441.464339
0.975,10,441.482342
0.97,12,441.50334
0.965,14,441.52734
0.95,20,441.563863
0.96,16,441.592862
0.97,12,441.613863
0.9775,9,441.629868
0.9475,21,441.667387
0.965,14,441.692387
0.97,12,441.712387
0.9375,25,441.751911
0.98,8,441.766912
0.9725,11,441.785911
0.9275,29,441.836918
0.97,12,441.859433
0.9625,15,441.885447
0.965,14,441.909448
0.96,16,441.938456
0.97,12,441.959972
0.9675,13,441.982975
0.925,30,442.035981
0.9725,11,442.053494
0.955,18,442.082875
0.9675,13,442.103392
0.945,22,442.1394
0.97,12,442.160917
0.9625,15,442.187917
0.8675,53,442.279436
0.975,10,442.293434
0.97,12,442.313437
0.955,18,442.344852
0.9625,15,442.369859
0.9775,9,442.386861
0.965,14,442.411859
0.9675,13,442.432866
0.9675,13,442.455383
0.97,12,442.476383
0.9575,17,442.502381
0.9725,11,442.518381
0.98,8,442.532388
0.9725,11,442.550904
0.9375,25,442.5956
0.9725,11,442.616412
0.97,12,442.638423
0.975,10,442.65527
0.9625,15,442.67927
0.9575,17,442.709254
0.955,18,442.735982
0.96,16,445.385784
0.94,24,445.427785
0.9625,15,445.454306
0.9725,11,445.473306
0.9575,17,445.498306
0.9625,15,445.525603
0.965,14,445.5488
0.965,14,445.5738
0.9675,13,445.591799
0.9675,13,445.6148
0.96,16,445.642808
0.9725,11,445.662321
0.9625,15,445.689322
0.955,18,445.72132
0.975,10,445.73933
0.9425,23,445.777846
0.9675,13,445.801909
0.97,12,445.820909
0.97,12,445.839916
0.9675,13,445.86343
0.9675,13,445.88643
0.9525,19,445.91543
0.9525,19,445.947954
0.9675,13,445.970954
0.9575,17,445.996955
0.9525,19,446.02882
0.9775,9,446.043825
0.965,14,446.06734
0.94,24,446.11034
0.9575,17,446.139345
0.975,10,446.155876
0.9725,11,446.174875
0.9675,13,446.197874
0.9725,11,446.216874
0.97,12,446.237884
0.9725,11,446.258398
0.9675,13,446.280397
0.9625,15,446.306401
0.9625,15,446.333404
0.955,18,446.364145
0.96,16,446.392145
0.9625,15,446.419144
0.9675,13,446.442153
0.975,10,446.459451
0.975,10,446.477451
0.9725,11,446.496453
0.9725,11,446.517051
0.955,18,446.547576
0.955,18,446.579575
0.9675,13,446.602754
0.96,16,446.630755
0.955,18,446.662286
0.965,14,446.686573
0.9575,17,446.716574
0.9575,17,446.747094
0.9675,13,446.772093
0.97,12,446.794093
0.96,16,446.822815
0.9775,9,446.839819
0.97,12,446.861335
0.975,10,446.878339
0.9625,15,446.907335
0.9525,19,446.940345
0.955,18,446.970861
0.9725,11,446.987861
0.9725,11,447.00486
0.9525,19,447.036866
0.9375,25,447.07738
0.96,16,447.104558
0.9775,9,447.119559
0.965,14,447.142912
0.9725,11,447.158924
0.97,12,447.176923
0.955,18,447.209922
0.9725,11,447.226923
0.9725,11,447.246434
0.9725,11,447.265443
0.95,20,447.300444
0.98,8,447.315442
0.955,18,447.346959
0.935,26,447.391967
0.9775,9,447.406966
0.98,8,447.419966
0.9775,9,447.436972
0.97,12,447.457486
0.975,10,447.475503
0.98,8,447.488971
0.9575,17,447.518968
0.965,14,447.543974
0.9375,25,447.585258
0.965,14,447.607258
0.965,14,447.632274
0.9675,13,447.652785
0.9725,11,447.671785
0.9625,15,447.698784
0.975,10,447.715784
0.9575,17,447.743792
0.97,12,447.765322
0.97,12,447.788746
0.9475,21,447.827803
0.9725,11,447.84681
0.97,12,447.867169
0.96,16,447.894167
0.9675,13,447.913094
0.96,16,447.940104
0.9675,13,447.961629
0.97,12,447.980635
0.9325,27,448.02864
0.945,22,448.066164
0.97,12,448.083164
0.9575,17,448.10917
0.9725,11,448.127166
0.975,10,448.14117
0.9675,13,448.161685
0.9625,15,448.186691
0.97,12,448.208686
0.96,16,448.236692
0.96,16,448.264208
0.955,18,448.296209
